Var1,Var2
147.8666667,-43.6830303
147.8777778,-43.66666667
147.8928571,-43.63333333
147.9,-43.62357724
147.9077957,-43.6
147.9145594,-43.56666667
147.9275641,-43.53333333
147.9333333,-43.52807018
147.9666667,-43.50362319
147.972956,-43.5
148,-43.47345679
148.0044715,-43.46666667
148.0333333,-43.44726776
148.0666667,-43.43448276
148.0706522,-43.43333333
148.1,-43.4125641
148.1220721,-43.4
148.1333333,-43.38858447
148.1409524,-43.36666667
148.15875,-43.33333333
148.1666667,-43.31414141
148.1685714,-43.3
148.1703869,-43.26666667
148.1714506,-43.23333333
148.1735955,-43.2
148.1821306,-43.16666667
148.2,-43.13915344
148.2014267,-43.13333333
148.2101075,-43.1
148.2290043,-43.06666667
148.2333333,-43.05765766
148.236405,-43.03333333
148.2475,-43
148.2666667,-42.97728395
148.2719363,-42.96666667
148.2857488,-42.93333333
148.3,-42.91652422
148.3083333,-42.9
148.3277193,-42.86666667
148.3333333,-42.85185185
148.3350254,-42.83333333
148.3370732,-42.8
148.3516432,-42.76666667
148.3469203,-42.73333333
148.3666667,-42.70280112
148.3689655,-42.7
148.4,-42.67398844
148.4038038,-42.66666667
148.4078366,-42.63333333
148.4333333,-42.60371795
148.4364516,-42.6
148.4419209,-42.56666667
148.4666667,-42.53450808
148.4672606,-42.53333333
148.4759542,-42.5
148.4919872,-42.46666667
148.4953901,-42.43333333
148.5,-42.4281746
148.5095047,-42.4
148.5175214,-42.36666667
148.5333333,-42.34070175
148.53511,-42.33333333
148.5416965,-42.3
148.5440329,-42.26666667
148.5581121,-42.23333333
148.5666667,-42.22109705
148.5709075,-42.2
148.5702192,-42.16666667
148.5782344,-42.13333333
148.598062,-42.1
148.6,-42.09673203
148.6035909,-42.06666667
148.6038618,-42.03333333
148.6013049,-42
148.6072848,-41.96666667
148.6062984,-41.93333333
148.6020423,-41.9
148.6,-41.87878788
148.5946667,-41.86666667
148.5800971,-41.83333333
148.5742616,-41.8
148.5709259,-41.76666667
148.5708934,-41.73333333
148.5697632,-41.7
148.5716895,-41.66666667
148.5740448,-41.63333333
148.5840909,-41.6
148.6,-41.5746988
148.6027211,-41.56666667
148.6,-41.55248227
148.5905263,-41.53333333
148.6,-41.51568627
148.6037037,-41.5
148.6140461,-41.46666667
148.6258865,-41.43333333
148.6246667,-41.4
148.6295455,-41.36666667
148.6242424,-41.33333333
148.6313253,-41.3
148.6333333,-41.29666667
148.6391473,-41.26666667
148.6373665,-41.23333333
148.6333333,-41.22101449
148.6190123,-41.2
148.6251701,-41.16666667
148.6333333,-41.15614035
148.639777,-41.13333333
148.6459916,-41.1
148.6666667,-41.06975309
148.6679438,-41.06666667
148.6802548,-41.03333333
148.6804264,-41
148.7,-40.97430025
148.7036101,-40.96666667
148.7129293,-40.93333333
148.7333333,-40.90096154
148.7336723,-40.9
148.738285,-40.86666667
148.7397805,-40.83333333
148.7429864,-40.8
148.7485965,-40.76666667
148.7594667,-40.73333333
148.7666667,-40.71496599
148.7692857,-40.7
148.7738589,-40.66666667
148.7846899,-40.63333333
148.7912162,-40.6
148.8,-40.58555556
148.8083744,-40.56666667
148.8131363,-40.53333333
148.8333333,-40.50802469
148.8390102,-40.5
148.8515588,-40.46666667
148.8563889,-40.43333333
148.8568783,-40.4
148.8666667,-40.37375887
148.8676273,-40.36666667
148.8709402,-40.33333333
148.8729988,-40.3
148.8735724,-40.26666667
148.8666667,-40.24040404
148.8614232,-40.23333333
148.8666667,-40.21875
148.870155,-40.2
148.8705357,-40.16666667
148.8666667,-40.14040404
148.8639216,-40.13333333
148.8539945,-40.1
148.8512438,-40.06666667
148.8510417,-40.03333333
148.8495098,-40
148.8425612,-39.96666667
148.8333333,-39.95168196
148.8163842,-39.93333333
148.8034091,-39.9
148.8092593,-39.86666667
148.802863,-39.83333333
148.8,-39.82852234
148.7795062,-39.8
148.784985,-39.76666667
148.7892256,-39.73333333
148.781295,-39.7
148.7666667,-39.68151515
148.7333333,-39.67676768
148.7212851,-39.66666667
148.7190476,-39.63333333
148.7333333,-39.61891892
148.7666667,-39.60740741
148.7764228,-39.6
148.7767296,-39.56666667
148.7708772,-39.53333333
148.7666667,-39.51878788
148.7568254,-39.5
148.7427673,-39.46666667
148.736246,-39.43333333
148.7333333,-39.41025641
148.730303,-39.4
148.7294326,-39.36666667
148.7118863,-39.33333333
148.7,-39.32606635
148.6901075,-39.33333333
148.6666667,-39.353407
148.6333333,-39.35683761
148.6206897,-39.33333333
148.6333333,-39.31012658
148.6379845,-39.3
148.641784,-39.26666667
148.6465174,-39.23333333
148.6443114,-39.2
148.6360153,-39.16666667
148.6333333,-39.16242424
148.6128205,-39.13333333
148.6071575,-39.1
148.6,-39.08784722
148.5666667,-39.07957958
148.5452736,-39.06666667
148.5460905,-39.03333333
148.5480556,-39
148.5333333,-38.9781893
148.5208889,-38.96666667
148.5,-38.95280236
148.4801802,-38.93333333
148.4698413,-38.9
148.4666667,-38.8960396
148.437,-38.86666667
148.4333333,-38.86490385
148.4197531,-38.86666667
148.4,-38.87286822
148.3703704,-38.86666667
148.3666667,-38.86618705
148.3333333,-38.84698413
148.320977,-38.83333333
148.3132898,-38.8
148.3175799,-38.76666667
148.3295238,-38.73333333
148.3333333,-38.72845528
148.3636364,-38.7
148.3666667,-38.6960452
148.3900901,-38.66666667
148.3972222,-38.63333333
148.4,-38.62745098
148.4155556,-38.6
148.4312925,-38.56666667
148.4116279,-38.53333333
148.4294686,-38.5
148.4333333,-38.48333333
148.4368421,-38.46666667
148.4613095,-38.43333333
148.4666667,-38.41333333
148.4695652,-38.4
148.489418,-38.36666667
148.5,-38.35789474
148.5333333,-38.34074074
148.545977,-38.33333333
148.5666667,-38.30833333
148.5713178,-38.3
148.6,-38.27650794
148.6333333,-38.27293233
148.6666667,-38.2874552
148.6958333,-38.3
148.7,-38.30177305
148.7277778,-38.3
148.7333333,-38.2995098
148.7666667,-38.29264069
148.8,-38.28168498
148.8333333,-38.2754902
148.8666667,-38.2748538
148.8988506,-38.26666667
148.9,-38.26595745
148.9333333,-38.24594595
148.9607843,-38.23333333
148.9666667,-38.2299435
149,-38.22598039
149.0333333,-38.22428571
149.053125,-38.23333333
149.0666667,-38.23710145
149.1,-38.23782051
149.1333333,-38.2362069
149.1412698,-38.23333333
149.1666667,-38.2178744
149.2,-38.21122807
149.2333333,-38.20808081
149.2490196,-38.2
149.2666667,-38.17352941
149.2704301,-38.16666667
149.3,-38.13802083
149.3272727,-38.13333333
149.3333333,-38.13170732
149.3557471,-38.1
149.3482051,-38.06666667
149.3666667,-38.05555556
149.4,-38.05270655
149.4185606,-38.06666667
149.4333333,-38.07615572
149.4641509,-38.1
149.4666667,-38.10157791
149.5,-38.11339869
149.5294686,-38.13333333
149.5333333,-38.13445851
149.5666667,-38.13852459
149.6,-38.14479167
149.6333333,-38.14612403
149.6666667,-38.14303797
149.6950617,-38.13333333
149.7,-38.13043478
149.7333333,-38.11969697
149.7666667,-38.1125
149.8,-38.11099656
149.8333333,-38.10711974
149.8542857,-38.1
149.8666667,-38.0918239
149.9,-38.0747619
149.9123188,-38.06666667
149.9333333,-38.0497076
149.9666667,-38.03475177
149.9684444,-38.03333333
149.9977401,-38
150,-37.9954023
150.0132275,-37.96666667
150.0248485,-37.93333333
150.0333333,-37.91538462
150.0375439,-37.9
150.0410569,-37.86666667
150.0555556,-37.83333333
150.0666667,-37.82424242
150.099187,-37.8
150.1,-37.79855072
150.1120219,-37.76666667
150.1162393,-37.73333333
150.1313725,-37.7
150.1333333,-37.69814815
150.1666667,-37.66896552
150.1682731,-37.66666667
150.182906,-37.63333333
150.2,-37.60666667
150.2018727,-37.6
150.2017857,-37.56666667
150.2161616,-37.53333333
150.2333333,-37.51309524
150.2365217,-37.5
150.2440476,-37.46666667
150.2666667,-37.435
150.2672917,-37.43333333
150.2753425,-37.4
150.2979167,-37.36666667
150.3,-37.36410256
150.3071429,-37.33333333
150.3137681,-37.3
150.3222222,-37.26666667
150.3333333,-37.24700855
150.3360825,-37.23333333
150.3369963,-37.2
150.335817,-37.16666667
150.3339695,-37.13333333
150.3333333,-37.12539683
150.3251282,-37.1
150.3135802,-37.06666667
150.3085938,-37.03333333
150.3082687,-37
150.303405,-36.96666667
150.3011628,-36.93333333
150.3009921,-36.9
150.3027586,-36.86666667
150.3074879,-36.83333333
150.3044643,-36.8
150.3,-36.77058824
150.2971014,-36.76666667
150.2847619,-36.73333333
150.2858025,-36.7
150.2852381,-36.66666667
150.2859903,-36.63333333
150.2866667,-36.6
150.2864035,-36.56666667
150.2936937,-36.53333333
150.2952991,-36.5
150.2948052,-36.46666667
150.3,-36.45185185
150.3025381,-36.43333333
150.3067437,-36.4
150.3115646,-36.36666667
150.3127706,-36.33333333
150.3182609,-36.3
150.3333333,-36.27911647
150.3377682,-36.26666667
150.3502525,-36.23333333
150.3666667,-36.2120915
150.3711515,-36.2
150.3773869,-36.16666667
150.3841849,-36.13333333
150.3958333,-36.1
150.4,-36.09367816
150.4086081,-36.06666667
150.4333333,-36.03541667
150.4344784,-36.03333333
150.4433134,-36
150.4554307,-35.96666667
150.4666667,-35.95238095
150.4740741,-35.93333333
150.4918919,-35.9
150.5,-35.88965517
150.5087146,-35.86666667
150.5290323,-35.83333333
150.5292929,-35.8
150.5333333,-35.79548023
150.5666667,-35.77183908
150.5694444,-35.76666667
150.5852713,-35.73333333
150.6,-35.7152381
150.6068376,-35.7
150.6333333,-35.66820513
150.6341917,-35.66666667
150.64375,-35.63333333
150.6666667,-35.605919
150.6698333,-35.6
150.6924242,-35.56666667
150.7,-35.5577381
150.7103535,-35.53333333
150.7333333,-35.50672515
150.7368182,-35.5
150.7596774,-35.46666667
150.7666667,-35.45906433
150.7826087,-35.43333333
150.8,-35.4122807
150.8065728,-35.4
150.8333333,-35.36695652
150.8335329,-35.36666667
150.8666667,-35.33522727
150.8683502,-35.33333333
150.8971751,-35.3
150.9,-35.29712644
150.9140212,-35.26666667
150.9333333,-35.24257426
150.9384335,-35.23333333
150.95,-35.2
150.9666667,-35.17851852
150.9760234,-35.16666667
150.999435,-35.13333333
151,-35.13267974
151.0241546,-35.1
151.0333333,-35.08848485
151.041844,-35.06666667
151.0550388,-35.03333333
151.0666667,-35.0125
151.0705882,-35
151.0794613,-34.96666667
151.0919192,-34.93333333
151.1,-34.90666667
151.1011905,-34.9
151.1057971,-34.86666667
151.1128788,-34.83333333
151.1207207,-34.8
151.127027,-34.76666667
151.1333333,-34.73333333
151.1333333,-34.73333333
151.1460784,-34.7
151.1571429,-34.66666667
151.1666667,-34.64166667
151.1690058,-34.63333333
151.1814103,-34.6
151.1974359,-34.56666667
151.2,-34.5625
151.212069,-34.53333333
151.23,-34.5
151.2333333,-34.4942029
151.2438889,-34.46666667
151.265,-34.43333333
151.2666667,-34.43076923
151.2812121,-34.4
151.3,-34.37350427
151.3040404,-34.36666667
151.3269841,-34.33333333
151.3333333,-34.32525253
151.3472222,-34.3
151.3666667,-34.27348485
151.3710784,-34.26666667
151.4,-34.23641026
151.4030769,-34.23333333
151.4244048,-34.2
151.4333333,-34.18809524
151.4480874,-34.16666667
151.4666667,-34.13684211
151.4689266,-34.13333333
151.4931624,-34.1
151.5,-34.09215686
151.5169935,-34.06666667
151.5333333,-34.04634146
151.5422222,-34.03333333
151.5666667,-34.00277778
151.5683761,-34
151.5884354,-33.96666667
151.6,-33.95213675
151.6133333,-33.93333333
151.6333333,-33.90992908
151.640404,-33.9
151.6666667,-33.86848485
151.6680365,-33.86666667
151.6948718,-33.83333333
151.7,-33.82666667
151.716,-33.8
151.7333333,-33.78074074
151.7440678,-33.76666667
151.7666667,-33.74052288
151.7732143,-33.73333333
151.8,-33.70272109
151.8021858,-33.7
151.8290598,-33.66666667
151.8333333,-33.6622807
151.8572464,-33.63333333
151.8666667,-33.62095238
151.8822695,-33.6
151.9,-33.58015873
151.9104938,-33.56666667
151.9333333,-33.5414966
151.94,-33.53333333
151.9666667,-33.50133333
151.9677249,-33.5
151.9944444,-33.46666667
152,-33.46078431
152.0239316,-33.43333333
152.0333333,-33.42393162
152.0540741,-33.4
152.0666667,-33.38740741
152.0849673,-33.36666667
152.1,-33.35133333
152.1183673,-33.33333333
152.1333333,-33.31975309
152.1575758,-33.3
152.1666667,-33.29148936
152.195122,-33.26666667
152.2,-33.26231884
152.2162602,-33.23333333
152.2333333,-33.21724138
152.2666667,-33.20231214
152.2714859,-33.2
152.3,-33.17679739
152.3129167,-33.16666667
152.3333333,-33.14789272
152.3493671,-33.13333333
152.3666667,-33.11535088
152.3785714,-33.1
152.4,-33.07961165
152.4199005,-33.06666667
152.4333333,-33.0543379
152.4540541,-33.03333333
152.4666667,-33.02037037
152.4797619,-33
152.5,-32.97939394
152.5106061,-32.96666667
152.5333333,-32.94322917
152.5485944,-32.93333333
152.5666667,-32.91434599
152.5796935,-32.9
152.6,-32.87579909
152.6078431,-32.86666667
152.6333333,-32.8402439
152.6387821,-32.83333333
152.6666667,-32.8
152.6666667,-32.8
152.6888889,-32.76666667
152.7,-32.75432099
152.7171717,-32.73333333
152.7333333,-32.71666667
152.7428571,-32.7
152.7647059,-32.66666667
152.7666667,-32.66422764
152.78,-32.63333333
152.8,-32.60657277
152.8038567,-32.6
152.8208889,-32.56666667
152.8333333,-32.55111111
152.8422222,-32.53333333
152.8584541,-32.5
152.8666667,-32.48768116
152.8757862,-32.46666667
152.8894977,-32.43333333
152.9,-32.41078431
152.9036304,-32.4
152.9158537,-32.36666667
152.9333333,-32.33550725
152.9341146,-32.33333333
152.9447059,-32.3
152.9594444,-32.26666667
152.9666667,-32.25353535
152.9738351,-32.23333333
152.9883333,-32.2
153,-32.18478261
153.0071839,-32.16666667
153.0186275,-32.13333333
153.0333333,-32.10701754
153.0353846,-32.1
153.0445736,-32.06666667
153.0577778,-32.03333333
153.0666667,-32.0037037
153.0675676,-32
153.0766169,-31.96666667
153.083908,-31.93333333
153.0903846,-31.9
153.098,-31.86666667
153.1,-31.85666667
153.1044872,-31.83333333
153.1106383,-31.8
153.1184397,-31.76666667
153.1244898,-31.73333333
153.1258065,-31.7
153.1300926,-31.66666667
153.1333333,-31.655
153.1412121,-31.63333333
153.1557971,-31.6
153.1560847,-31.56666667
153.1582222,-31.53333333
153.1621622,-31.5
153.1666667,-31.48148148
153.1716981,-31.46666667
153.1803922,-31.43333333
153.1853107,-31.4
153.189372,-31.36666667
153.1941176,-31.33333333
153.2,-31.30666667
153.2012987,-31.3
153.2063492,-31.26666667
153.2100402,-31.23333333
153.2154167,-31.2
153.2194444,-31.16666667
153.2223744,-31.13333333
153.2261261,-31.1
153.2333333,-31.07575758
153.2352751,-31.06666667
153.2398058,-31.03333333
153.2444444,-31
153.2498246,-30.96666667
153.25625,-30.93333333
153.2651282,-30.9
153.2666667,-30.89375
153.2705706,-30.86666667
153.2751701,-30.83333333
153.2812261,-30.8
153.2928205,-30.76666667
153.3,-30.73555556
153.3002825,-30.73333333
153.3062963,-30.7
153.313242,-30.66666667
153.3217391,-30.63333333
153.3281385,-30.6
153.3333333,-30.58518519
153.3382353,-30.56666667
153.348,-30.53333333
153.3578014,-30.5
153.3666667,-30.47863248
153.3704301,-30.46666667
153.3813889,-30.43333333
153.3942652,-30.4
153.4,-30.38865248
153.4053265,-30.36666667
153.4179487,-30.33333333
153.4333333,-30.3025641
153.4336988,-30.3
153.4402062,-30.26666667
153.4514056,-30.23333333
153.4666667,-30.21256831
153.4708907,-30.2
153.4829365,-30.16666667
153.5,-30.14012346
153.5023207,-30.13333333
153.516875,-30.1
153.5333333,-30.07285223
153.5347254,-30.06666667
153.5400966,-30.03333333
153.5503067,-30
153.5666667,-29.98422091
153.6,-29.9692951
153.6046414,-29.96666667
153.6239057,-29.93333333
153.6333333,-29.91162791
153.6368298,-29.9
153.6489899,-29.86666667
153.6666667,-29.8495098
153.6731373,-29.83333333
153.6875502,-29.8
153.7,-29.77047619
153.700638,-29.76666667
153.7072549,-29.73333333
153.7113208,-29.7
153.7333333,-29.67286822
153.7354667,-29.66666667
153.7410935,-29.63333333
153.75,-29.6
153.7635135,-29.56666667
153.7666667,-29.56068376
153.7710204,-29.53333333
153.768655,-29.5
153.7666667,-29.46666667
153.769375,-29.43333333
153.7760101,-29.4
153.7817391,-29.36666667
153.7921147,-29.33333333
153.799187,-29.3
153.8,-29.29649123
153.8030142,-29.26666667
153.8126316,-29.23333333
153.8216667,-29.2
153.8224806,-29.16666667
153.8227891,-29.13333333
153.8220183,-29.1
153.8262411,-29.06666667
153.8268817,-29.03333333
153.8333333,-29.01025641
153.8344491,-29
153.8382413,-28.96666667
153.84,-28.93333333
153.8408663,-28.9
153.8393701,-28.86666667
153.8412698,-28.83333333
153.8411422,-28.8
153.8431907,-28.76666667
153.8538058,-28.73333333
153.8666667,-28.70416667
153.8675889,-28.7
153.8698765,-28.66666667
153.8707865,-28.63333333
153.870892,-28.6
153.872043,-28.56666667
153.8719807,-28.53333333
153.8721154,-28.5
153.8676812,-28.46666667
153.8666667,-28.45802469
153.8588235,-28.43333333
153.8395556,-28.4
153.8352381,-28.36666667
153.840812,-28.33333333
153.8535256,-28.3
153.86,-28.26666667
153.8661905,-28.23333333
153.8650273,-28.2
153.8602339,-28.16666667
153.8581818,-28.13333333
153.8583333,-28.1
153.86,-28.06666667
153.8631206,-28.03333333
153.8659722,-28
153.8666667,-27.96666667
153.8666667,-27.96666667
153.8666667,-27.96666667
153.8652482,-27.93333333
153.8612245,-27.9
153.8573333,-27.86666667
153.8544872,-27.83333333
153.852381,-27.8
153.8489796,-27.76666667
153.84375,-27.73333333
153.84,-27.7
153.8348148,-27.66666667
153.8333333,-27.65333333
153.8302083,-27.63333333
153.824359,-27.6
153.8180556,-27.56666667
153.8111111,-27.53333333
153.8050505,-27.5
153.8,-27.48148148
153.7929825,-27.46666667
153.784127,-27.43333333
153.775,-27.4
153.7680556,-27.36666667
153.7666667,-27.35555556
153.762963,-27.33333333
153.7526316,-27.3
153.7430556,-27.26666667
153.7355556,-27.23333333
153.7333333,-27.225
153.7259259,-27.2
153.7172414,-27.16666667
153.7074074,-27.13333333
153.7,-27.11515152
153.6946237,-27.1
153.6864583,-27.06666667
153.6793103,-27.03333333
153.6701149,-27
153.6666667,-26.98571429
153.6628571,-26.96666667
153.65625,-26.93333333
153.6483871,-26.9
153.6408602,-26.86666667
153.6363636,-26.83333333
153.6343434,-26.8
153.6361905,-26.76666667
153.6375,-26.73333333
153.6432624,-26.7
153.6509091,-26.66666667
153.6627451,-26.63333333
153.6666667,-26.62592593
153.677957,-26.6
153.7,-26.56893939
153.7011111,-26.56666667
153.727907,-26.53333333
153.7333333,-26.52764228
153.7616667,-26.5
153.7666667,-26.49615385
153.8,-26.47269504
153.8062271,-26.46666667
153.8333333,-26.43658537
153.8344173,-26.43333333
153.836036,-26.4
153.8389527,-26.36666667
153.8408432,-26.33333333
153.8438438,-26.3
153.8441701,-26.26666667
153.8626667,-26.23333333
153.8666667,-26.21794872
153.8711538,-26.2
153.8722222,-26.16666667
153.8719472,-26.13333333
153.871,-26.1
153.8703364,-26.06666667
153.8684564,-26.03333333
153.8666667,-26
153.8666667,-26
153.8626437,-25.96666667
153.8584795,-25.93333333
153.854321,-25.9
153.8502924,-25.86666667
153.8450292,-25.83333333
153.8404762,-25.8
153.8333333,-25.76666667
153.8333333,-25.76666667
153.83,-25.73333333
153.8240437,-25.7
153.8180791,-25.66666667
153.8114943,-25.63333333
153.8041667,-25.6
153.8,-25.58333333
153.7969298,-25.56666667
153.7906667,-25.53333333
153.7843621,-25.5
153.7774892,-25.46666667
153.7705882,-25.43333333
153.7666667,-25.41929825
153.7628472,-25.4
153.7548387,-25.36666667
153.7473485,-25.33333333
153.7396825,-25.3
153.7333333,-25.27777778
153.7304659,-25.26666667
153.7217228,-25.23333333
153.7133333,-25.2
153.7034188,-25.16666667
153.7,-25.15714286
153.6915612,-25.13333333
153.6797297,-25.1
153.6666667,-25.07070707
153.6653061,-25.06666667
153.6525,-25.03333333
153.6371981,-25
153.6333333,-24.97948718
153.6310185,-24.96666667
153.6084746,-24.93333333
153.6,-24.92051282
153.59,-24.9
153.5746667,-24.86666667
153.5666667,-24.85416667
153.5578947,-24.83333333
153.5450617,-24.8
153.5333333,-24.77956989
153.528839,-24.76666667
153.5115152,-24.73333333
153.5,-24.70748299
153.4968927,-24.7
153.4811705,-24.66666667
153.4666667,-24.64133333
153.4624413,-24.63333333
153.4462626,-24.6
153.4333333,-24.58265583
153.4220307,-24.56666667
153.4,-24.53550136
153.3980247,-24.53333333
153.3729798,-24.5
153.3666667,-24.48881432
153.3498299,-24.46666667
153.3333333,-24.43496732
153.3317152,-24.43333333
153.3,-24.4
153.3,-24.4
153.2666667,-24.37426901
153.2578231,-24.36666667
153.2333333,-24.35333333
153.2083333,-24.33333333
153.2,-24.32673993
153.1666667,-24.30172043
153.1642424,-24.3
