Depth,Lon,Lat
100,153.807189542484,-26
100,153.587301587302,-26.5
100,153.546031746032,-27
100,153.692857142857,-27.5
100,153.781720430108,-28
100,153.795454545455,-28.5
100,153.779012345679,-29
100,153.70625,-29.5
100,153.513095238095,-30
